;date;text;link
46;2023-03-14 06:32:11;Местные жители устали ждать, когда КГИОП вспомнит о доме 1909 года постройки в центре Петербурга.Доходный дом И. М. Екимова на Кирочной улице д. 6 более десяти лет ждет капитального ремонта. Фасад дома давно пришел в негодность: отваливаются штукатурка и фрагменты скульптуры.«У меня окна выходят на Кирочную улицу, и очень часто я слышу, как отваливаются куски лепнины с внешней стороны дома. Утром выходишь - они действительно лежат около парадной. Мало того, что это неприятно, что дом разрушается, так еще может кого-то убить» - рассказывает Юлия Барановская, жительница дома.В парадной разрушаются лепнина, разбиты историческая плитка и мраморные подоконники. Из-за такого отношения властей местные уже не считают, что живут в памятнике архитектуры.«Я родилась в этом доме 75 лет. Но тогда еще были ковры по лестнице и были латунные зажимы, которые прижимали коврики. Потом ковров не стало, но палочки оставались вплоть до 1970 годов, а потом и они исчезли. Но порядок тогда был полнейший» - рассказала Лариса, местная жительница.По словам жителей, ремонт кровли сделан некачественно – крыша протекает и в доме образуются трещины. Система отвода осадков не работает – во дворе образуются лужи, вода затекает в парадные и подвал. Жители вынуждены самостоятельно справляться с проблемой затопления подвалов и защищать дом от распространения плесени.«С июля месяца в подвале стоит вода. Там грибок, нехороший запах, что же это такое? Я лично пытаюсь ее ликвидировать, я сегодня убрала, а на следующей день опять стоит вода» - сообщила Нина Григорьева, жительница дома.Также, как отмечают жители, дому требуется замена старых деревянных перекрытий, они гниют и рискуют обрушиться.Видео, фото: Piter TV;
47;2023-03-13 17:58:13;"Жилой комплекс ""Царская столица"" в МО ""Лиговка-Ямская"" с высоты птичьего полёта";
48;2023-03-13 10:47:35;Дорогие друзья, для вас и для ваших детей проведут 2 лекции в библиотеке имени Лермонтова на Литейном пр. 17, первая лекция уже сегодня в 18.00, приходите. Лекции проведет историк Борис Кипнис. Подробнее: https://lermontovka-spb.ru/calendar/15790;https://lermontovka-spb.ru/calendar/15790
49;2023-03-13 10:14:31;Уважаемые соседи! Участвую в фотоконкурсе, представляя пейзаж улицы Рубинштейна нашего Центрального района. Буду благодарен, если вы проголосуете за фотографию в голосовании по ссылке. https://vk.com/poll-180437435_831245257 Голосуем за 2-ю строчку опроса.✅11. «Пейзаж улицы Рубинштейна», Суходольский Вадим АлександровичОбновление: Спасибо всем, кто откликнулся! Голосование завершено.;https://vk.com/poll-180437435_831245257
50;2023-03-12 15:24:33;Уважаемые жители!  📌 Напоминаем, что 14 марта 2023 года в 16:00 в Общественной приемной депутата Законодательного Собрания Ржаненкова А. Н. по адресу: ул. Рубинштейна дом 3 состоится встреча с жителями на которой вам расскажут и ответят на вопросы по теме вопросов ЖКХ:«ТСЖ. Как начать самим управлять своим домом? Первые шаги» Председатели ТСЖ Центрального района поделятся своим опытом.  🖇 Встречу проведут, члены общественного Совета жителей Центрального района избирательный округ №.2 и председатели ТСЖ Центрального района, приглашенный специалист. 🖇 Почему это важно? Никто, кроме самих собственников, не будет управлять своим домом рачительно и добросовестно. Состояние вашего дома и ОДИ напрямую зависит от активной позиции собственников. Следует заметить, что почти всегда, неизвестные расходы, которые у вас были при УК, пропадают, уборка происходит по графику и другие существенные плюсы…  Вам расскажут алгоритм действий. ⚠️Просим написать в личное сообщение [id514151114|Илоне Ханиной] о вашем участии, ведется предварительная запись.;
51;2023-03-12 12:19:45;Изысканная решётка Михайловского сада со стороны Храма-памятника Спас на Крови.;
53;2023-03-11 20:23:28;Уважаемые жители! Появилась возможность получить билеты на футбольный матч «Зенит» и «Химки», который состоится 12 марта 2023 года в 14:00 в «Газпром Арене». Билет можно скачать в личном кабинете на сайте Госуслуги или за 1,5 часа до начала матча в передвижных пунктах МФЦ с предоставлением паспорта. Бесплатный билет на матч можно получить по ссылке.Важно! Чтобы получить билет на сайте, необходимо:Оформить Карту болельщика (FAN ID) в соответствии с данной инструкцией https://fancard.fc-zenit.ru/Подтвердить личность у сотрудника МФЦ по согласованию с контактным лицом, либо самостоятельно посетив МФЦ.Авторизоваться на сайте https://tickets.fc-zenit.ru Перейти в раздел ПРОМО и ввести промо код : DEP2-HMKВыбрать сектор и место. Хорошей игры!;https://fancard.fc-zenit.ru/Подтвердить
54;2023-03-11 16:00:00;"Утраченное: Кинотеатр ""Искра"" (Суворовский проспект, 30)  Незадолго до революции на первом этаже открылся кинотеатр под названием ""Юпитер"" В 1933 году он было переименован в «Искру» на 249 мест. В 2009 году кинотеатр этот окончательно ликвидировали.";
55;2023-03-11 11:06:46;11 марта 2023 года Центральному району Санкт – Петербурга исполняется 29 лет. В 1994 году распоряжением мэра Анатолия Собчака три района Дзержинский, Куйбышевский и Смольнинский были объединены в один под названием – Центральный район.В Таврическом саду сегодня состоялся праздник, посвящённый дню рождения Центрального района.Депутат Законодательного Собрания Санкт-Петербурга Александр Николаевич Ржаненков на праздник пришёл не с пустыми руками и преподнёс праздничный торт!🎂Наш район самый знаковый и красивый. Хотим пожелать нашему району и всем жителям процветания, благополучия, красивых и чистых улиц, ухоженных домов и не забывать, что мы лучшие!🍀;
56;2023-03-11 08:10:41;"🎂 Сегодня день рождения отмечает Центральный район. Исполнилось 29 лет со дня появления нашего района на карте Санкт-Петербурга. Поздравляем жителей и гостей района! 😊Центральный район образован распоряжением мэра Санкт-Петербурга от 11.03.1994 № 196-р «Об изменениях административно-территориального устройства Санкт-Петербурга» путём объединения территорий упраздняемых Дзержинского, Куйбышевского и Смольнинского районов (при этом сохранились Дзержинский, Куйбышевский и Смольнинский районные суды).В границах Центрального района Санкт-Петербурга располагаются 6 внутригородских муниципальных образований со статусом муниципальных округов: ""МО Дворцовый округ"", ""МО № 78"", ""МО Литейный округ"", ""МО Владимирский округ"", ""МО Смольнинское"", ""МО Лиговка Ямская"". В районе проживают 204 тысячи петербуржцев.";
57;2023-03-10 16:28:56;"Бар на Рубинштейна оштрафовали на 1,7 млн рублей за хищение электроэнергииСуд в Петербурге удовлетворил иск ""Россети Ленэнерго"" к владельцам одного из заведений общепита на улице Рубинштейна и обязал их выплатить почти 1,7 млн рублей, передает пресс-служба компании. В такую сумму оценили объем электроэнергии, которой пользовалось заведение без законных на то оснований. Всего в баре ""нажгли"" на 223 тысяч кВтч.  Попытки договориться во внесудебном порядке желаемого результата ""Россетям"" не принесли. По результатам тяжбы владелец помещения согласился заключить договор энергоснабжения.  В энергетической компании отмечают, что потреблять электричество в отсутствие договора - невыгодное занятие. Это может привести к составлению протокола по статье 7.19 КоАП, что, в свою очередь, грозит юрлицам на первый раз штрафом до 200 тысяч рублей.";
58;2023-03-10 04:27:31;Поиск продолжается! 12 февраля убежал от дома пёс Лунтик!Мальчик, возрастной, окрас белый с черными пятнами, пушистый.Убежал в Красногвардейском районе, в тот же вечер замечен в Центральном районе. Пробежал за вечер более 25 км. Далее след затерялся, сейчас может быть в любом районе города.Пес пуглив и недоверчив, просим не пытаться ловить самостоятельно! Пожалуйста, по возможности сфотографируйте и СРАЗУ звоните8 921 877 68 80 https://vk.com/id21862559Вознаграждение за информацию о местонахождении!#ВА_поиск12022023 #потерялась_собака #пропала_собака;https://vk.com/id21862559Вознаграждение
59;2023-03-09 15:51:00;"Уважаемые жители!  📌 10 марта 2023 года в 17:00 в Общественной приемной по адресу Санкт-Петербург, ул. Невский пр.136, состоится встреча с жителями на которой вам ответят на вопросы: порядок обращения в исполнительные органы власти, УК и иные органы, сроки ответов. Что нужно, чтобы обратиться в суд. Вопросы от жителей, которые будут рассмотрены: порядок начисления по графе: за водоотведение ; что делать если в вашем доме бизнес потребляет воду без приборов учета, а фактически прописан один собственник; уборка придомовой территории, если земля не приватизирована. 🖇 Встречу проведут: эксперт в сфере ЖКХ Елена Фидель, юристы Александр Федченко, Илона Ханина. Принимает участие активный житель Адмиралтейского района, председатель Совета дома, Анна Букина.  🖇 Почему это важно?Если вы будете знать о своих правах / обязанностях, вас сложнее будет обмануть.  ⚠ Просим написать в личные сообщения мне, [id514151114|Илона Ханина] о вашем участии, ведется предварительная запись. Если у вас есть вопросы, присылайте в личные сообщения.";
60;2023-03-09 13:49:32;Уважаемые соседи! Утеряны ключи в квартале от 3-й Советской до 6-й Советской, Суворовский проспект. Ключи в узком чёрном чехле. Если кто нашёл, прошу со мной связаться.;
61;2023-03-09 06:14:43;Кузнечный рынок. 1950–1955 гг.;
62;2023-03-08 10:49:57;Милые женщины! Поздравляем вас с Международным женским днём - 8 марта! От всей души желаем вам здоровья, неиссякаемой энергии и источников вдохновения! Пусть в ваших семьях царят мир и взаимопонимание! С праздником!;
63;2023-03-07 16:28:33;Перекупной переулок;
64;2023-03-07 13:53:30;Дзержинский райсуд Петербурга огласил приговор Никите Волкову, выстрелившему летом в незнакомца на улице Некрасова, с которым поссорился, из пневматической винтовки. Его признали виновным в хулиганстве и причинении легкого вреда здоровью оппонента.  Волков получил два года и один месяц условно с испытательным сроком в два года, сообщает 7 марта объединенная пресс-служба судов города. История произошла в июне на улице Некрасова д. 33 — по данным суда, Волков выглянул из окна своей квартиры и сказал мужчине, выпивавшему во дворе, чтобы тот ушел, иначе прогремит выстрел. Незнакомец не воспринял угрозу всерьёз, но действительно получил выстрел в голень из пневматической винтовки.  Как писала «Фонтанка», пострадавшим был 37-летний сотрудник почты. В больнице ему оказали медпомощь и отпустили на амбулаторное лечение.;
65;2023-03-06 20:05:43;Нейросеть представила, как она видит районы Санкт-Петербурга! 🐈;
66;2023-03-06 12:28:01;Кровельщики на Разъезжей улице, 19 вроде бы и надели страховочные пояса, но что они страхуют, непонятно, ибо прикрепить к ним страховку никто не поспешил.Надеемся вместе с автором видео, что этот снежный день обойдется без жертв и пострадавших.;
67;2023-03-06 10:03:27;Площадь Александра Невского и ЛавраФото подписчика нашей группы Александра Трофимова;
68;2023-03-05 18:36:50;❄ Спа́со-Преображе́нский собо́р на Преображенской площади;
69;2023-03-05 13:04:19;[id197213397|Ирина Корниенко]: Добрый день! Сегодня 5 марта, утром нашли вот такую собаку! На территории Александро-Невской Лавры. Пока взяли к себе. Хозяева, найдитесь! Эта девочка, наверное. Порода Алабай! Телефон для связи: 8 921 569 44 42;
70;2023-03-05 09:22:48;"Стрельба на Рубинштейна стала уголовным делом. Пострадали троеУголовное дело о хулиганстве возбуждено после променада со стрельбой на улице Рубинштейна в центре Петербурга. Об этом стало известно «Фонтанке» 5 марта.  Стрелявший накануне по живым мишеням успел ранить троих. В Мариинскую больницу увезли 27-летнего гражданина Молдовы и его 24-летнего товарища. Первому пули угодили в спину, плечо и бедро, второму попали в ногу. Также с ранением голени к медикам был доставлен 33-летний житель Красногвардейского района. После оказания необходимой помощи его отпустили приходить в себя дома.  Оренбуржца с Grand Power TQ 1 поймали на углу Щербакова переулка и набережной Фонтанки. Кроме пистолета, у него нашёлся аэрозольный «Боец».  «Установлено, что мужчина применил травматический пистолет в ходе конфликта с двумя своими оппонентами. Хулиган выстрелил несколько раз в мужчин, которые впоследствии были госпитализированы в больницу с телесными повреждениями», — сообщили в ГУ МВД по Петербургу и Ленобласти.Видео стрельбы от портала ""Mash на Мойке""";
71;2023-03-04 10:30:00;"Администрация Центрального района назвала виновного в разрушении фасада дома МакароваОчередное историческое здание в Петербурге находится под угрозой разрушения. Доходный дом Макарова на улице Марата, 20, обрушается. Каменные глыбы падают прямо на прохожих, угрожая их здоровью и жизни.  Ровно 110 лет назад в этом здании была первая семейная квартира поэтов Николая Гумилева и Анны Ахматовой. Председатель Следственного комитета России Александр Бастрыкин после публикации ""Невских новостей"" поставил на контроль проверку обстоятельств обрушения фасада.По данным Следственного комитета, несмотря на аварийное состояние здания, власти Северной столицы и специализированные службы не приняли мер по восстановлению дома и не оградили его территорию от случайных прохожих.В пресс-службе администрации Центрального района ""Невским новостям"" сообщили, что здание, построенное в 1877 году, не является объектом культурного наследия и находится в управлении ООО «Жилкомсервис № 2 Центрального района».«Администрацией Центрального района Санкт-Петербурга управляющей организации было поручено оградить потенциально опасные участки на тротуаре и дворовой территории в целях обеспечения безопасности граждан. Кроме того, поручено провести осмотр фасада и выполнить работы по простукиванию для удаления слабо держащихся элементов. Управляющей компании дано поручение провести актуализацию физического износа фасада и другого общего имущества многоквартирного дома в целях проработки вопроса по приближению сроков проведения капитального ремонта», — сообщили в пресс-службе. В разное время в здании работали мини-фабрика парфюмерии, старинный мебельный цех. Свою музу в стенах исторического дома поджидали такие легендарные знаменитости, как автор московского Мавзолея, зодчий Алексей Щусев, живописец Павел Брюллов, график Евгений Лансере и художник-баталист Василий Верещагин.Автор: Анастасия ШиляеваФото: ""Невские Новости"" / Надежда Капранова и сайт photobuildings com";
72;2023-03-04 08:32:59;Кто знает что за происшествие произошло вчера вечером? Приезжали 3 пожарных автомобиля на Мытнинскую улицу, 13.;
73;2023-03-03 20:09:47;28 февраля 2023 года в Общественной приемной депутата Законодательного Собрания Ржаненкова А.Н. по адресу: ул. Рубинштейна дом 3 состоялась встреча-семинар с жителями, на которой рассказывали: «Что делать, если управляющая компания не исполняет свои обязанности в рамках договора управления»  🖇 Уважаемые жители! Если вы сами не будете знать свои права и обязанности, вас будут обманывать. Становитесь грамотными собственниками и управляете своим имуществом. Приходите на наши семинары и задавайте вопросы!;
74;2023-03-03 15:32:46;1-я Советская улица;
75;2023-03-03 09:52:49;В то время, когда президент Российской Федерации обращается к Федеральному Собранию РФ и гражданам с ежегодным посланием, власти Санкт-Петербурга, не могут элементарно навести порядок в уборке городских улиц!  Мы все бесконечно пишем и говорим, что нужна мера в посыпке городских улиц солью, власти и комитеты это не волнует. Возможно, глава СКР Александр Иванович Бастыркин, должен поручить провести процессуальную проверку и выяснить: имеется ли у ответственных чиновников заинтересованность в обильной посыпке тротуаров солью и почему улицы убирают так специфически? Возможно, у кого-то есть соляной заводик или выгода от продажи соли? Никак иначе эту дикость не объяснить.  (1) Нужно элементарно чистить улицы, а не засыпать всё это снегом! В субботу, я стала свидетелем, как по тротуару гонят два трактора, причем один за другим и разбрасывают эту соль, друг за другом! В некоторых местах тротуар не чищен, но завален солью.  (2) Соляной переулок уже таков, не по историческому названию, а от засыпанной соли.  (3) Сколько можно писать и просить привести Соляной переулок в тот вид, в котором он должен быть в столь знаковом месте?!  (4) У кого-то не хватило ума установить нормально общественный туалет и подключить его к освещению, места проехать трактору для уборки нет, две коляски там тоже не разойдутся, места мало…  Почему же не выложить угол газона диабазом, чтобы трактора для уборки не месили грязь и люди могли нормально ходить?! Проехал трактор, который засыпал улицу солью и оставил колею из грязи, вся эта грязь на тротуаре! Когда идет дождь, все осадки в этой колее и получается чача из грязи, которую разносят по улице.  В стране, где массовая газификация и электрификация, общественный туалет в центре города стоит без электричества и даже в тёплое время года, не всегда работает!  Посмотрите на фотографии улиц Москвы и ужаснитесь от разительного отличия с нашим городом! Санкт-Петербург превращён в грязный не ухоженный город! Позорище. Зато чиновники пишут глупые ответы.;
76;2023-03-02 18:12:39;Государственное бюджетное учреждение спортивная школа олимпийского резерва № 1 Центрального района проводит конкурсный отбор девочек 2016-2017 г.р. на отделение спортивной гимнастики. Занятия бесплатные.Тренер Александров Артем Сергеевич. Телефон +79131802684Группа спортивной школы: https://vk.com/shor1centr;https://vk.com/shor1centr
77;2023-03-02 10:02:06;Третий день уже нет отопления и горячей воды по улице Некрасова! Теплосеть и УК как обычно друг на друга переводят ответственность!;
78;2023-03-02 06:19:19;❗️В 09-01 вестибюль 1 станции метро «Площадь Восстания» закрыт на вход из-за технической неисправности эскалатора, работает только на выход.;
79;2023-03-01 15:49:18;В Международный день кошек показываем котика Фому, живущего в Центральном районе в квартале Манежной площади.Фото: Светлана Стругацкая.;
80;2023-03-01 09:06:59;Привет, люди стремящиеся к ЗОЖ в Центральном районе!  В субботу 25 февраля, в 10:00 мы начали регулярные бесплатные утренние зарядки с соседями в Центральном районе, на ул. Кирочная, 57 в рамках проекта [club205994469|Зарядки с соседями в СПб и ЛО]  В субботу 4 марта, в 10:00 зарядка будет по расписанию.  Приглашаем всех желающих! Дети с родителями, упражнения можно пропускать, не забываем перчатки.  Длительность: 20-25 минут.  В программе:  1. Пробуждающие упражнения 2. Суставная гимнастика 3. Небольшая аэробная нагрузка 4. Обычная динамичная растяжка 5. Упражнения на координацию 6. Веселые коллективные и парные упражнения.  Ведущий - волонтёр: [id547585|Anna Gavrilova] , Образование НГУ им. П. Ф. Лесгафта. Физическая культура для лиц с отклонениями в состоянии здоровья (Адаптивная физическая культура) / Физическая реабилитация. Тренерский стаж более 5 лет.  Это чат для постоянной координации участников по данной точке, вопросов: vk.cc/clLxLs  Проект реализуется при поддержке Комитета по физической культуре и спорту Правительства Санкт-Петербурга.  С уважением, автор и руководитель проекта Зульфат Валиуллин, команда ведущих-волонтёров во дворах и поддержки сообщества во VK, Telegram - канала, Яндекс. Дзен!;
81;2023-03-01 04:00:24;Трасса автобусного маршрута № 15 временно изменена в связи с аварийными работами на улице Некрасова. Автобус направлен на улицу Жуковского с поворотом на улицу Маяковского и далее по действующей трассе.ОБНОВЛЕНИЕ: Со 02 марта 2023 года маршрут снова работает по действующей трассе в обычном режиме.;
82;2023-02-28 17:58:14;🖇Что такое транспортная реформа?!Грамотное развитие сети, подвижного состава, остановок, тарифов. Посыл один: оценить, что нужно для горожан, так как мы пользователи общественным транспортом! Сделать всё эффективным, чтобы не увеличивать необоснованную нагрузку на городской бюджет и карман обычных пользователей. Чтобы реформа была успешной, её просчитывать и реализовывать должны профессионалы, вопрос должен решаться комплексно, а не путем «затыкания дыр»🖇Что есть на практике после реализованной транспортной реформы в Санкт-Петербурге?Ответ, можно написать, одним словом, которое нельзя произносить вслух!Я задавала вопрос: почему нельзя оставить маршрутки, пока реформа не начнет действовать в полную силу и не будет достаточного количества общественного транспорта? Ответа нет, есть и были обещания, пустить дополнительные автобусы. Лгут да врут! Люди стоят на автобусных остановках, а потом «берут автобус штурмом» потому, что иначе в него не влезь!📌📌📌 Нам всем (!!) нужно написать обращение на имя главы СКР Бастрыкина Александра Ивановича и просить провести процессуальную проверку по факту реализации транспортной реформы в Санкт-Петербурге! Кто готовил эту реформу, какое у этих людей образование, они сантехники или продавцы (не в укор людям этих профессий)? Есть ли необоснованное ухудшение жизни горожан?🖇Должны ли чиновники и главы Комитетов, нести персональную ответственность за происходящий бардак? Зачем было рушить старое, не создав новое?! Я помню, какие глупые ответы, давала сотрудница Комитета по транспорту, и я не удивлена, что транспортная реформа ухудшила жизнь горожан! Допустимо это? Нет! Пишите электронные обращения, иначе скоро будем ходить пешком!;
83;2023-02-28 15:50:22;Нашлась карта школьника. Может кто узнает.;
84;2023-02-28 07:04:20;Петербургский учитель английского языка и методист одной из школ Центрального района задала школьникам на дом подготовить презентацию о творчестве певца SHAMANа. Скриншоты переписки 26 февраля в редакцию прислали родители, уточнив, что презентация нужна для участия в районном конкурсе. «Фонтанка» связалась с замдиректором школы по воспитательной работе. По её словам, идея с Шаманом возникла в недрах Информационно-методического центра Центрального района. Методический материал о творчестве патриотического артиста должны в обязательном порядке подготовить учителя иностранного языка. Им же рекомендовали брать тексты Шамана для перевода с детьми. Методист Информационно-методического центра Центрального района Наталья Батюкова в беседе с «Фонтанкой» отметила, что «шло обсуждение» по поводу конкурса по переводу песен Шамана. Но идея пока не получила оформленного документального подтверждения, так как в интернете уже есть «автоматизированные переводы».По задумке Батюковой, в мае должно состояться «межпредметное образовательное событие» с патриотическим уклоном. Туда предлагается включить чтение стихов не только Шамана, но и, например, Олега Газманова. Школы будут участвовать по желанию.На личной страничке «ВКонтакте» Наталья Батюкова постит различные ролики с Шаманом. Состоит педагог и в группах «SHAMAN» и «SHAMANия». У Натальи Николаевны педагогический стаж 46 лет, более 30 лет она методист. Патриотическим мероприятием она «хотела закончить деятельность на положительной ноте».— Почему-то мне показалось, что будут шпильки вставлять в эту деятельность. Вы тому подтверждение. Хотите пойдём со мной на концерт 2 марта, вы ведь скорее всего его не слушали.Составить компанию мы не сможем — билетов нет. Однако пока корреспондент «Фонтанки» разбиралась с «домашкой» про Шамана, учительница английского этого самого Шамана отменила. В Комитете по образованию заверили, что никаких распоряжений о популяризации творчества Шамана в школах не поступало.;
85;2023-02-27 14:47:32;Перекрёсток Дегтярной и 8-й Советской улиц;
86;2023-02-27 07:01:12;Уважаемые жители!  📌Напоминаем, что 28 февраля 2023 года в 16:00 в Общественной приемной депутата Законодательного Собрания Ржаненкова А.Н. по адресу: ул. Рубинштейна, дом 3 состоится встреча с жителями на которой вам расскажут и ответят на вопросы по теме вопросов ЖКХ: «Что делать, если управляющая компания (УК) не исполняет свои обязанности в рамках договора управления»  🖇Встречу проведут, члены общественного Совета жителей Центрального района избирательный округ № 2: Фидель Елена, эксперт в области ЖКХ, член Организации председателей советов многоквартирных домов Центрального района и Ханина Илона, юрист.  🖇Почему это важно?  1. УК занимается управлением вашим общедомовым имуществом руководствуясь Договором, ЖК РФ и иными нормативными документами. Почти никто не знает его содержания и обязанностей управляющей компании. 2. Состояние вашего дома и ОДИ напрямую зависит от работы вашей управляющей организации.  🖇Мы часто сталкиваемся с тем, что УК не реагируют на обращения и жалобы собственников, не отчитываются перед собственниками, подделывают протоколы и акты выполненных работ и т д …  Вам расскажут алгоритм действий, и как не дать себя обмануть. ⚠ Просим написать в личное сообщение о вашем участии, ведется предварительная запись.;
87;2023-02-26 20:29:00;Родители уже пару часов ожидают допуска к задержанным в «Галерее» детям. Матери и отцы мерзнут у 28-го отдела полиции на улице Марата.Как рассказал «Фонтанке» петербуржец Захар вечером 26 февраля, в отделении оказался его 18-летний брат, который работает в «Галерее» промоутером. Ни к каким конфликтующим субкультурам молодой человек отношения не имеет. По словам Захара, попал в руки силовиков случайно, так как в ТРК «задерживали всех подряд».«Там маленькие девочки по 14–15 лет. К ним матерей не пускают, они там плачут», — отметил Захар.  Он добавил, что родителей не пускают к детям уже два часа. За время ожидания только один подросток покинул участок.  Из «Галереи» в отделы полиции сегодня увезли 220 подростков. Задержания связаны с противостоянием молодежных неформальных движений — «ЧВК Редан» и их антагонистов. В результате потасовки школьников есть пострадавшие. Полиция возбудила уголовное дело о хулиганстве. Разбивка доставленных по районам выглядит следующим образом:  Центральный район  76 о/п — 47 человек  28 о/п — 28 человек  78 о/п — 11 человек  Адмиралтейский район  2 человека  Петроградский район  18 о/п — 18 человек  Московский район  29 о/п — 6 человек  Василеостровский район  37 о/п — 10 человек  30 о/п — 30 человек  У подростков нет статуса задержанных. В полицию их доставили для дачи объяснений. Это самые крупные задержания с новогодней ночи, когда с Дворцовой площади в отделы увезли около 2000 человек.;
